,Species,Continent_of_Origin,Country_of_Origin,Harvest_Year,Expiration,Variety,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Moisture,Quakers,Category_One_Defects,Category_Two_Defects
826,Arabica,North America,Mexico,2013-01-01,2014-03-29,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,0.12,0,0,6
829,Arabica,North America,Mexico,2012-01-01,2013-07-11,Other,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,0.12,0,0,4
830,Arabica,North America,Mexico,2012-01-01,2013-07-11,Bourbon,Green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,0.12,0,0,0
831,Arabica,South America,Brazil,2012-01-01,2013-02-28,Mundo Novo,Green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,3
833,Arabica,North America,Guatemala,2017-01-01,2018-08-22,Bourbon,Green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.1,0,1,1
834,Arabica,North America,Costa Rica,2016-01-01,2018-02-13,Catuai,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,0.0,0,1,4
835,Arabica,South America,Brazil,2016-01-01,2018-01-20,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,1,0,3
836,Arabica,Asia,Indonesia,2015-01-01,2018-01-19,Other,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0.11,1,0,0
837,Arabica,North America,Guatemala,2015-01-01,2017-08-02,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,0.1,0,2,6
838,Arabica,South America,Brazil,2015-01-01,2016-10-07,Yellow Bourbon,Green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,0.0,0,0,1
839,Arabica,South America,Brazil,2015-01-01,2016-10-07,Yellow Bourbon,Green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,0.0,0,0,0
840,Arabica,Asia,Myanmar,2015-01-01,2016-07-16,Catuai,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0.0,0,0,2
841,Arabica,North America,Mexico,2015-01-01,2016-06-24,Catuai,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7
842,Arabica,North America,Honduras,2015-01-01,2016-05-11,Catuai,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0.12,0,0,1
843,Arabica,North America,Costa Rica,2015-01-01,2016-05-06,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0.09,0,0,0
844,Arabica,Asia,Taiwan,2014-01-01,2016-04-29,Typica,Green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,0.0,0,0,0
846,Arabica,Africa,Malawi,2014-01-01,2015-10-31,Gesha,Green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.13,0,0,0
847,Arabica,South America,Brazil,2014-01-01,2015-10-15,Bourbon,Green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,0.11,0,0,0
848,Arabica,North America,Honduras,2014-01-01,2015-05-16,Caturra,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.1,0,0,4
849,Arabica,North America,Mexico,2014-01-01,2015-04-26,Typica,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
850,Arabica,South America,Colombia,2013-01-01,2014-07-19,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,2,0
851,Arabica,North America,United States,2012-01-01,2014-03-06,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,0.0,0,1,1
852,Arabica,South America,Brazil,2012-01-01,2014-03-02,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,0
853,Arabica,North America,Guatemala,2013-01-01,2014-02-26,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,0.11,0,0,1
854,Arabica,North America,Mexico,2012-01-01,2013-08-31,Bourbon,Green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,0.12,0,0,2
855,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0,10
859,Arabica,North America,Guatemala,2017-01-01,2018-06-22,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,1,0,1
860,Arabica,Asia,Vietnam,2014-01-01,2016-12-20,Caturra,Bluish-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0
861,Arabica,Africa,Tanzania,2014-01-01,2016-01-08,Other,Bluish-Green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0,4
864,Arabica,North America,Mexico,2012-01-01,2013-09-10,Mundo Novo,Green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0,23
865,Arabica,North America,Mexico,2012-01-01,2013-09-04,Typica,Green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1
866,Arabica,North America,Mexico,2012-01-01,2013-08-30,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,0.12,0,10,14
868,Arabica,South America,Colombia,2011-01-01,2012-12-21,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0,1
870,Arabica,South America,Brazil,2017-01-01,2018-10-20,Bourbon,Green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.11,0,0,5
871,Arabica,North America,Guatemala,2017-01-01,2018-08-22,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,0.1,0,0,1
872,Arabica,North America,Guatemala,2017-01-01,2018-06-05,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.12,1,0,3
873,Arabica,North America,Honduras,2016-01-01,2017-05-02,Catuai,Blue-Green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.11,0,0,2
877,Arabica,South America,Brazil,2015-01-01,2016-10-07,Yellow Bourbon,Green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,0,0
878,Arabica,Africa,Tanzania,2014-01-01,2016-01-02,Other,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0
879,Arabica,Africa,Tanzania,2013-01-01,2015-12-15,Other,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,7
880,Arabica,South America,Brazil,2014-01-01,2015-10-16,Bourbon,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.1,0,0,2
881,Arabica,Asia,Indonesia,2013-01-01,2015-05-23,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
882,Arabica,North America,Honduras,2014-01-01,2015-05-16,Caturra,Green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,0.1,0,0,5
883,Arabica,North America,Costa Rica,2013-01-01,2015-04-26,Caturra,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0.11,0,0,3
885,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,0.11,0,0,0
886,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0
887,Arabica,North America,Mexico,2013-01-01,2014-03-29,Typica,Green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,0.12,0,0,6
888,Arabica,North America,Guatemala,2012-01-01,2013-10-05,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,4
889,Arabica,North America,Mexico,2012-01-01,2013-09-11,Typica,Green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,0.13,0,1,13
890,Arabica,North America,Mexico,2012-01-01,2013-08-30,Bourbon,Green,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,0.11,0,0,4
891,Arabica,North America,Mexico,2012-01-01,2013-07-27,Bourbon,Green,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.11,0,0,2
892,Arabica,North America,Mexico,2012-01-01,2013-04-02,Bourbon,Green,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2
893,Arabica,North America,Mexico,2012-01-01,2013-02-28,Caturra,Green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,0.11,0,0,4
894,Arabica,North America,United States,2012-01-01,2013-02-07,Hawaiian Kona,Green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,0.1,0,1,1
895,Arabica,North America,Honduras,2018-01-01,2019-01-19,Catimor,Blue-Green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,0.11,1,0,3
896,Arabica,North America,Guatemala,2017-01-01,2018-06-01,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0
897,Arabica,Asia,Taiwan,2016-01-01,2017-07-15,Typica,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0
898,Arabica,North America,Costa Rica,2015-01-01,2016-02-03,Caturra,Green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,0.12,0,0,1
899,Arabica,Africa,Tanzania,2014-01-01,2015-12-18,Other,Green,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,0.12,0,0,5
900,Arabica,Africa,Malawi,2014-01-01,2015-10-31,Gesha,Green,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.13,0,0,0
902,Arabica,South America,Brazil,2013-01-01,2014-11-06,Yellow Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,0.12,0,0,3
903,Arabica,North America,Guatemala,2013-01-01,2014-07-16,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,0.12,0,0,1
904,Arabica,North America,Mexico,2013-01-01,2014-03-29,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,0.12,0,0,9
910,Arabica,North America,Guatemala,2017-01-01,2018-08-23,Bourbon,Green,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,0.1,0,0,0
911,Arabica,North America,Nicaragua,2017-01-01,2018-06-20,Caturra,Green,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,0.11,0,0,3
912,Arabica,North America,Honduras,2017-01-01,2018-06-03,Caturra,Green,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0,5
914,Arabica,Asia,Taiwan,2015-01-01,2016-09-16,Typica,Green,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,0.12,0,0,2
915,Arabica,Asia,Myanmar,2015-01-01,2016-07-16,Catuai,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.0,0,0,4
916,Arabica,North America,Costa Rica,2014-01-01,2016-01-07,Caturra,Green,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,0.12,0,1,2
917,Arabica,Africa,Malawi,2014-01-01,2015-11-04,Gesha,Green,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,0.12,0,0,0
918,Arabica,North America,Guatemala,2014-01-01,2015-09-23,Other,Green,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,0.12,0,0,0
919,Arabica,Asia,Taiwan,2014-01-01,2015-08-18,Typica,Blue-Green,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,0.11,0,0,0
920,Arabica,South America,Brazil,2014-01-01,2015-07-29,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0.0,0,1,1
921,Arabica,North America,Haiti,2013-01-01,2015-05-05,Blue Mountain,Bluish-Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,0,0,0
922,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0
923,Arabica,North America,Mexico,2013-01-01,2014-03-11,Typica,Green,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.13,0,0,2
924,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0,5
925,Arabica,North America,Mexico,2012-01-01,2013-08-29,Catuai,Green,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,0.12,0,0,10
926,Arabica,North America,Mexico,2012-01-01,2013-08-01,Typica,Green,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0,6
927,Arabica,North America,Mexico,2012-01-01,2013-07-26,Bourbon,Green,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,0.13,0,0,5
928,Arabica,North America,Mexico,2012-01-01,2013-07-26,Typica,Green,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,0.11,0,0,3
929,Arabica,Asia,Indonesia,2012-01-01,2013-05-24,Other,Green,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0,0
930,Arabica,South America,Brazil,2012-01-01,2013-04-12,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.12,0,0,2
931,Arabica,North America,Guatemala,2012-01-01,2013-01-24,Bourbon,Green,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,0.11,0,0,1
934,Arabica,North America,Mexico,2017-01-01,2018-05-12,Mundo Novo,Green,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,0.12,5,1,17
935,Arabica,North America,Guatemala,2016-01-01,2017-03-17,Catuai,Green,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0
936,Arabica,South America,Brazil,2015-01-01,2016-12-02,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,0.11,0,0,2
937,Arabica,North America,Honduras,2015-01-01,2016-05-11,Catuai,Green,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1
938,Arabica,Asia,Taiwan,2014-01-01,2015-11-23,Typica,Green,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,0.12,0,0,0
939,Arabica,Africa,Malawi,2014-01-01,2015-11-04,Gesha,Bluish-Green,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,0.12,0,0,0
940,Arabica,South America,Brazil,2014-01-01,2015-10-17,Bourbon,Green,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,0.0,0,0,0
941,Arabica,North America,Guatemala,2014-01-01,2015-05-26,Bourbon,Green,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,0.1,0,0,6
942,Arabica,North America,Mexico,2014-01-01,2015-05-01,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.0,0,1,1
944,Arabica,North America,Guatemala,2013-01-01,2014-10-07,Bourbon,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,0.12,0,0,4
947,Arabica,South America,Colombia,2011-01-01,2012-11-10,Caturra,Green,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,0.11,0,0,0
951,Arabica,North America,Honduras,2016-01-01,2017-06-09,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,0.11,2,0,3
953,Arabica,South America,Brazil,2015-01-01,2016-11-19,Catuai,Green,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0,14
954,Arabica,North America,Honduras,2015-01-01,2016-05-21,Catuai,Green,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,0.09,0,0,4
955,Arabica,South America,Brazil,2014-01-01,2015-12-16,Yellow Bourbon,Green,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,6
956,Arabica,Asia,Philippines,2014-01-01,2015-11-13,Other,Green,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,0.14,0,0,3
957,Arabica,Africa,Malawi,2014-01-01,2015-11-04,Gesha,Green,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.13,0,0,1
958,Arabica,North America,Honduras,2014-01-01,2015-01-22,Catuai,Green,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,0.12,0,0,3
959,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,0.13,0,4,13
962,Arabica,Asia,Taiwan,2015-01-01,2017-05-18,Typica,Green,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,0.12,0,0,0
963,Arabica,South America,Brazil,2015-01-01,2016-10-07,Yellow Bourbon,Green,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,0.0,0,0,1
964,Arabica,North America,Nicaragua,2015-01-01,2016-07-05,Catuai,Green,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,0.1,0,0,4
965,Arabica,North America,Honduras,2015-01-01,2016-05-11,Catuai,Green,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,0.12,0,0,1
966,Arabica,North America,Guatemala,2014-01-01,2016-03-20,Pacamara,Bluish-Green,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0.09,0,0,2
967,Arabica,Africa,Tanzania,2014-01-01,2015-12-17,Other,Green,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,0.13,0,0,5
968,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0
969,Arabica,North America,Guatemala,2013-01-01,2014-03-04,Caturra,Green,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,0.11,0,0,4
970,Arabica,North America,Mexico,2012-01-01,2013-07-26,Typica,Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,0.12,0,0,1
972,Arabica,Africa,Tanzania,2015-01-01,2016-11-15,Bourbon,Green,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,0.12,0,0,2
973,Arabica,North America,Mexico,2015-01-01,2016-06-24,Caturra,Green,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,0.12,0,0,10
974,Arabica,North America,Costa Rica,2015-01-01,2016-05-21,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,0.11,0,0,0
975,Arabica,North America,Honduras,2015-01-01,2016-03-10,Catuai,Green,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,0.13,0,0,1
976,Arabica,Asia,Thailand,2014-01-01,2016-02-15,Caturra,Blue-Green,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0
978,Arabica,Africa,Tanzania,2014-01-01,2015-12-17,Bourbon,Bluish-Green,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,0.12,0,0,2
979,Arabica,Africa,Malawi,2014-01-01,2015-11-04,Caturra,Green,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,0.12,0,0,12
980,Arabica,North America,Costa Rica,2014-01-01,2015-05-09,Catuai,Green,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,0.11,0,0,3
981,Arabica,South America,Brazil,2013-01-01,2015-02-04,Catuai,Green,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,0.11,0,0,3
982,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,0.13,0,3,7
983,Arabica,North America,Guatemala,2012-01-01,2013-08-20,Caturra,Green,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,0.12,0,0,4
984,Arabica,South America,Brazil,2012-01-01,2013-01-22,Mundo Novo,Green,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,0.12,0,0,1
987,Arabica,South America,Brazil,2016-01-01,2018-06-21,Mundo Novo,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,0.11,0,5,8
990,Arabica,Africa,Tanzania,2014-01-01,2016-01-02,Other,Green,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,0.13,0,0,2
991,Arabica,North America,Costa Rica,2014-01-01,2015-12-18,Caturra,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,0.13,0,0,0
992,Arabica,North America,United States,2013-01-01,2015-05-28,Other,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,0.0,0,0,0
994,Arabica,North America,Mexico,2012-01-01,2013-09-04,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,0.12,0,0,2
995,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5
996,Arabica,North America,Mexico,2012-01-01,2013-07-03,Typica,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0,1
997,Arabica,North America,United States,2012-01-01,2013-02-12,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,0.06,0,0,0
999,Arabica,North America,El Salvador,2017-01-01,2018-08-28,Bourbon,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,0.0,2,0,6
1000,Arabica,South America,Brazil,2016-01-01,2017-09-09,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,0.11,2,0,3
1001,Arabica,North America,Guatemala,2016-01-01,2017-08-02,Bourbon,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,0.09,0,0,8
1002,Arabica,South America,Colombia,2016-01-01,2017-07-22,Caturra,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,0.0,4,0,4
1003,Arabica,North America,Guatemala,2015-01-01,2016-07-22,Bourbon,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,1
1004,Arabica,Asia,Taiwan,2015-01-01,2016-05-05,Typica,Bluish-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0
1005,Arabica,North America,Honduras,2014-01-01,2016-01-26,Caturra,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1
1006,Arabica,South America,Brazil,2014-01-01,2016-01-15,Mundo Novo,Green,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,0.12,0,0,0
1007,Arabica,Africa,Tanzania,2014-01-01,2015-12-15,Other,Green,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,0.12,0,0,5
1008,Arabica,Africa,Uganda,2013-01-01,2015-06-30,SL14,Green,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.12,0,0,3
1009,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0
1011,Arabica,North America,Mexico,2012-01-01,2013-09-11,Other,Green,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.12,0,0,12
1012,Arabica,North America,Mexico,2012-01-01,2013-07-03,Typica,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,0.0,0,0,8
1013,Arabica,Asia,Taiwan,2017-01-01,2018-12-08,Other,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,0.0,0,0,0
1014,Arabica,North America,Guatemala,2017-01-01,2018-08-23,Bourbon,Green,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,0,0,2
1015,Arabica,Africa,Kenya,2017-01-01,2018-07-07,SL28,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,0.11,0,0,3
